epoch,relu-lr1e-2-train,gelu-lr1e-2-train,silu-lr1e-2-train,relu-lr1e-3-train,gelu-lr1e-3-train,silu-lr1e-3-train,relu-lr1e-4-train,gelu-lr1e-4-train,silu-lr1e-4-train,relu-lr1e-5-train,gelu-lr1e-5-train,silu-lr1e-5-train,zailusigma0.1-lr1e-2-train,zailusigma0.5-lr1e-2-train,zailusigma1.0-lr1e-2-train,zailusigma5.0-lr1e-2-train,zailusigma10.0-lr1e-2-train,zailuapproxsigma0.1-lr1e-2-train,zailuapproxsigma0.5-lr1e-2-train,zailuapproxsigma1.0-lr1e-2-train,zailuapproxsigma5.0-lr1e-2-train,zailuapproxsigma10.0-lr1e-2-train,zailusigma0.1-lr1e-3-train,zailusigma0.5-lr1e-3-train,zailusigma1.0-lr1e-3-train,zailusigma5.0-lr1e-3-train,zailusigma10.0-lr1e-3-train,zailuapproxsigma0.1-lr1e-3-train,zailuapproxsigma0.5-lr1e-3-train,zailuapproxsigma1.0-lr1e-3-train,zailuapproxsigma5.0-lr1e-3-train,zailuapproxsigma10.0-lr1e-3-train,zailusigma0.1-lr1e-4-train,zailusigma0.5-lr1e-4-train,zailusigma1.0-lr1e-4-train,zailusigma5.0-lr1e-4-train,zailusigma10.0-lr1e-4-train,zailuapproxsigma0.1-lr1e-4-train,zailuapproxsigma0.5-lr1e-4-train,zailuapproxsigma1.0-lr1e-4-train,zailuapproxsigma5.0-lr1e-4-train,zailuapproxsigma10.0-lr1e-4-train,zailusigma0.1-lr1e-5-train,zailusigma0.5-lr1e-5-train,zailusigma1.0-lr1e-5-train,zailusigma5.0-lr1e-5-train,zailusigma10.0-lr1e-5-train,zailuapproxsigma0.1-lr1e-5-train,zailuapproxsigma0.5-lr1e-5-train,zailuapproxsigma1.0-lr1e-5-train,zailuapproxsigma5.0-lr1e-5-train,zailuapproxsigma10.0-lr1e-5-train
113,1.27340423,1.11591277,1.11731937,0.15736775,0.14145524,0.15831815,0.17031403,0.11448995,0.13150446,0.95750678,0.58214966,0.50034377,1.59695484,1.0002565,1.14771497,1.22336308,1.26712101,1.5695598,1.29079998,1.20474665,1.23097,1.20490604,1.11240253,0.28439837,0.186688,0.12293491,0.13704669,0.89848197,0.30028446,0.1752265,0.13064098,0.13729075,1.16186953,0.19464505,0.14491648,0.14330363,0.15220225,0.97844127,0.20224748,0.16149117,0.14505753,0.14871528,1.53058605,0.44940368,0.4580053,0.77190862,0.89701836,1.33314481,0.47957071,0.46069435,0.71293426,0.82895554
114,1.26782536,1.09460658,1.11101292,0.15358251,0.1356379,0.15460344,0.16225712,0.11250907,0.12372746,0.93962944,0.56274792,0.48381321,1.58472427,1.0244284,1.15163123,1.21712335,1.27160505,1.56232728,1.27991403,1.19414927,1.22186182,1.20511751,1.09920115,0.27496245,0.17251706,0.12263646,0.13898083,0.88816397,0.29464999,0.16907005,0.1304298,0.12594492,1.15365363,0.19333993,0.14602681,0.13807189,0.15353684,0.96933405,0.19528072,0.15764086,0.1452336,0.1430019,1.53120426,0.43765068,0.44516844,0.75952775,0.87363728,1.32461755,0.46385155,0.44669049,0.70263696,0.81404933
115,1.25294383,1.0868894,1.09421675,0.1497387,0.13772068,0.15611606,0.16629338,0.1087718,0.12806271,0.91805678,0.55016678,0.47168515,1.56961096,0.99589792,1.13604915,1.20942891,1.2661684,1.55547996,1.27068597,1.18194321,1.22811473,1.19022146,1.0929731,0.26452886,0.1830297,0.12447293,0.13563859,0.8860675,0.2921482,0.1679277,0.12835494,0.12998901,1.15202383,0.18723371,0.14301455,0.13870993,0.15134662,0.96260852,0.19046922,0.15860714,0.14247189,0.14520559,1.52305614,0.42689693,0.43732677,0.73988895,0.86332783,1.31441935,0.45810029,0.43332503,0.69624049,0.799604
116,1.25203443,1.09732081,1.08457358,0.14783758,0.13011638,0.15094325,0.15955215,0.11034757,0.12941482,0.9073788,0.54209298,0.46364087,1.56908823,1.01322411,1.12678032,1.21605613,1.26090849,1.55289694,1.27621746,1.18379672,1.22424502,1.20542122,1.07604521,0.26784419,0.17220911,0.11961757,0.12836187,0.864056,0.28284078,0.16436173,0.12461528,0.12809965,1.13763648,0.18987384,0.13596846,0.14151087,0.15167702,0.94600045,0.19363528,0.15684569,0.14065356,0.14297155,1.50985547,0.41586853,0.42789316,0.73223588,0.84671077,1.30391395,0.44744625,0.42601654,0.67225847,0.77497538
117,1.25350077,1.08966352,1.09238683,0.15227205,0.13417174,0.15368276,0.16304429,0.11125077,0.12868191,0.88725308,0.52712372,0.44923889,1.57859206,0.99484222,1.14267237,1.20917219,1.26306459,1.57080526,1.26300986,1.18148286,1.21219619,1.20019141,1.06608058,0.2664948,0.17804426,0.12166695,0.13374902,0.86436847,0.27847309,0.16568997,0.12873128,0.1261444,1.12757733,0.18505453,0.13756776,0.13352328,0.14767405,0.94187764,0.19419124,0.1547649,0.1454302,0.13764969,1.50155514,0.40851507,0.42111077,0.71080262,0.82830952,1.29313034,0.43644794,0.41438252,0.65523846,0.76154714
118,1.24905632,1.06641344,1.09186616,0.14582077,0.13717729,0.15442242,0.15787793,0.10566186,0.12037793,0.87396754,0.51888696,0.43925382,1.56389672,0.99636496,1.12870106,1.20508765,1.25560666,1.55369969,1.26521687,1.17927863,1.20791738,1.18529941,1.05842584,0.25829051,0.18458347,0.12164024,0.13548527,0.84560454,0.27357447,0.16788858,0.12267363,0.12873189,1.12955299,0.18466327,0.13827458,0.1342501,0.14426744,0.93282503,0.19105952,0.15196995,0.14074544,0.13655055,1.49561936,0.40054103,0.41167234,0.69804176,0.81571062,1.28590736,0.43052738,0.40821641,0.64963355,0.75267579
119,1.2535879,1.06180775,1.08051275,0.14880533,0.12715739,0.15435577,0.15564029,0.10573849,0.11677036,0.86272651,0.50479488,0.43508705,1.57263695,0.99528155,1.12428054,1.21255109,1.26239111,1.55531299,1.24923213,1.17077672,1.20774232,1.2032057,1.05773978,0.25779148,0.1812613,0.11803087,0.12898593,0.84617588,0.27184094,0.16646006,0.12183015,0.12495571,1.11612609,0.17908754,0.13177487,0.13654041,0.14928752,0.92607048,0.18489861,0.15494996,0.13636312,0.1390814,1.48769704,0.39370212,0.39830925,0.68784646,0.79853879,1.27777709,0.41878101,0.39774104,0.62823129,0.737862
120,1.2472801,1.05702262,1.0863874,0.14649215,0.13544967,0.15318407,0.15663557,0.10835158,0.1176247,0.84472884,0.49473047,0.42075913,1.56239016,0.98136821,1.12774077,1.19580002,1.2564791,1.54410034,1.25963311,1.16788369,1.21252094,1.1875609,1.03819791,0.25395987,0.18038713,0.11918964,0.12808423,0.83732659,0.27028742,0.1625683,0.12146443,0.12707536,1.10877104,0.18216598,0.13053337,0.13449045,0.14348971,0.91875411,0.18302254,0.14896975,0.13689518,0.13944947,1.48947113,0.38800169,0.39478012,0.67531594,0.79331096,1.27458066,0.40905651,0.393862,0.6195772,0.72223292
121,1.24421814,1.04443763,1.07285995,0.14459854,0.13729873,0.14698349,0.15488736,0.10455815,0.11739148,0.83422946,0.48689027,0.41150602,1.54911853,0.97910695,1.11715131,1.20155725,1.24684147,1.54094778,1.25235442,1.15864915,1.20445721,1.19588736,1.03353521,0.25539575,0.17457364,0.1169777,0.12448011,0.83149924,0.2665164,0.16345277,0.12027745,0.12742407,1.10597292,0.17678635,0.12976082,0.1305832,0.14323725,0.90844322,0.18316432,0.14345678,0.13828794,0.13471504,1.47971197,0.38117548,0.38307825,0.66568093,0.77244294,1.26685887,0.40541466,0.38724092,0.61216191,0.70703907
122,1.24863134,1.03994444,1.05982473,0.14538507,0.14052742,0.15285739,0.15462807,0.10462278,0.11343764,0.81916877,0.47286426,0.40296747,1.55573023,0.98237613,1.11104207,1.20226505,1.25401159,1.53285826,1.27072243,1.17073115,1.19279429,1.18834636,1.01916004,0.24526986,0.17135701,0.1141871,0.12716771,0.81539292,0.26342671,0.15698385,0.12185013,0.1199449,1.09217774,0.17427965,0.13039071,0.13382901,0.14156563,0.90070542,0.18090707,0.14404109,0.1363957,0.13055043,1.47233856,0.36848605,0.37509509,0.65146343,0.75908527,1.25935005,0.39297536,0.37445143,0.60087969,0.69245053
123,1.25355414,1.04812232,1.05764247,0.14261482,0.12878903,0.13749099,0.15026385,0.10416901,0.11267937,0.80556722,0.45632352,0.38992218,1.53600855,0.97815933,1.1065601,1.18705403,1.25175514,1.53586987,1.25648131,1.16406386,1.19661937,1.1795203,1.00865946,0.24255236,0.16795328,0.11313219,0.12498457,0.80445836,0.25879398,0.15859939,0.1177101,0.11603498,1.08166018,0.16948374,0.12717379,0.12742484,0.13571837,0.88441538,0.17507478,0.14512278,0.12860711,0.13162203,1.45825052,0.35768332,0.36731285,0.63044318,0.73439405,1.24022321,0.38405099,0.36407193,0.57335802,0.6728104
124,1.23973113,1.03620567,1.0754437,0.14313756,0.13885035,0.13969559,0.14828246,0.10093893,0.11155708,0.78557757,0.44598011,0.38409242,1.55128258,0.98039167,1.10809503,1.20162512,1.25741156,1.5498106,1.26081228,1.16142284,1.19091274,1.18478897,1.00853574,0.2396701,0.16404481,0.11157888,0.12424238,0.79972718,0.25762956,0.15776319,0.12168898,0.12586294,1.08178083,0.16855014,0.12795806,0.12461797,0.13824647,0.88893411,0.17791538,0.13946809,0.13145247,0.13071085,1.46343294,0.35982201,0.35565236,0.62609989,0.73018363,1.24411522,0.37888386,0.36156315,0.5692663,0.66991741
125,1.23293182,1.03554456,1.08294558,0.14106297,0.12974106,0.13897925,0.147415,0.10049378,0.11565599,0.77910775,0.44236523,0.36932476,1.52083837,0.98050573,1.09999976,1.18441704,1.25565158,1.53853616,1.24343661,1.16292041,1.18397454,1.17700419,0.99320458,0.25056658,0.16087142,0.11541762,0.12803698,0.79093274,0.25671094,0.15576464,0.11449041,0.12619258,1.0715241,0.17016391,0.12485668,0.12535881,0.13744315,0.86809198,0.17571799,0.14358781,0.12623643,0.12955208,1.45032304,0.35119983,0.35261309,0.61279183,0.71727749,1.23058918,0.36977727,0.34990272,0.55627909,0.65604464
126,1.23148455,1.0308572,1.07548586,0.14227127,0.12602747,0.13489796,0.14572632,0.09641332,0.10945389,0.76446098,0.42551738,0.36342282,1.5324295,0.96728956,1.10253072,1.18243402,1.24539567,1.52900391,1.22884201,1.15022155,1.18862796,1.17532472,0.98426957,0.23269681,0.14986794,0.11138169,0.1267045,0.7768786,0.2527193,0.1467642,0.11068716,0.11794846,1.06048712,0.1631613,0.12172476,0.12205671,0.13072718,0.85521948,0.17404338,0.1343356,0.12612591,0.12588589,1.44400266,0.33907947,0.34543619,0.59522667,0.70518038,1.22004925,0.36420113,0.34541736,0.5489559,0.64335691
127,1.23027606,1.02698064,1.08072005,0.13486614,0.12412897,0.13339167,0.14339957,0.09764384,0.10814815,0.7434629,0.42094802,0.35534083,1.54525813,0.95089155,1.08305792,1.17319851,1.22819224,1.52220589,1.23649316,1.14286473,1.18271163,1.16493057,0.97061821,0.2331434,0.15347811,0.11287595,0.12157029,0.76965845,0.24474871,0.15021378,0.11298357,0.11920579,1.04775543,0.16060941,0.12311326,0.12352492,0.13067609,0.85357481,0.16333839,0.13755033,0.12510424,0.12677337,1.43480711,0.33454857,0.33161335,0.58360696,0.6879002,1.21100739,0.35805034,0.33202558,0.52747953,0.62922
128,1.23922958,1.01065185,1.0596902,0.13528316,0.13259215,0.14249067,0.1450922,0.09372159,0.10685125,0.73800457,0.41007223,0.35390984,1.55761084,0.95300086,1.08936063,1.19240709,1.24947877,1.52385973,1.24385467,1.14581722,1.17882282,1.17640804,0.96152623,0.231235,0.15119582,0.11234974,0.12141652,0.76944848,0.24699948,0.16132371,0.11470112,0.1171793,1.03484733,0.163372,0.12346245,0.12184636,0.13161343,0.83500173,0.16697416,0.13358082,0.12240547,0.12482803,1.42551167,0.3250115,0.33157315,0.57155359,0.67690597,1.20527393,0.35033501,0.3289557,0.5239975,0.62030988
129,1.22854368,1.00848667,1.06143654,0.13729135,0.12602681,0.13591866,0.14039707,0.09555486,0.11056111,0.72856084,0.40496332,0.34766616,1.53074589,0.95410398,1.08867744,1.17976182,1.23621486,1.51306535,1.23615554,1.1398877,1.17470709,1.1650061,0.95756572,0.23050595,0.14987321,0.1048686,0.12164283,0.76264042,0.24423867,0.17198987,0.11533193,0.11647623,1.03136105,0.16437692,0.12205879,0.12196615,0.1316948,0.83234277,0.16731833,0.13450428,0.12395417,0.12365557,1.42494924,0.32325617,0.32663476,0.56697609,0.66362419,1.20137163,0.34462582,0.32651214,0.51971253,0.61179997
130,1.23970967,1.01094373,1.05938354,0.13947808,0.1253538,0.13465952,0.13674737,0.09123791,0.10610314,0.7111322,0.39373016,0.33799964,1.53145786,0.9573774,1.08470017,1.18072684,1.24725917,1.51935055,1.23598998,1.14570169,1.17526489,1.17132092,0.94457757,0.22024323,0.15018002,0.10895447,0.12013724,0.74499551,0.24268512,0.16045356,0.11005851,0.11475772,1.02975207,0.15635855,0.12020329,0.11929963,0.12928116,0.83523849,0.16313281,0.13256154,0.12035993,0.12225691,1.41380736,0.31691322,0.31798034,0.54946142,0.64826903,1.19461781,0.33327066,0.31779292,0.50738557,0.59422439
131,1.2181823,1.00886849,1.03250547,0.13186401,0.12100992,0.13137382,0.1336714,0.09400676,0.10085466,0.69652393,0.37977659,0.3296625,1.52429488,0.94782438,1.07811132,1.16622549,1.23854539,1.50248535,1.23423316,1.13804771,1.1851993,1.15987244,0.93207129,0.21770576,0.14326964,0.10598044,0.11948835,0.73521785,0.23845513,0.15605649,0.10601926,0.11619533,1.01699161,0.15447121,0.1163238,0.11819641,0.12829391,0.81298881,0.16173287,0.13180755,0.1189582,0.12133612,1.40893078,0.30905414,0.30520273,0.53888036,0.63293993,1.183615,0.33086284,0.30983922,0.49009847,0.57984262
132,1.2196104,0.98414881,1.02000125,0.13077094,0.12542872,0.13032929,0.13351617,0.0916528,0.10389791,0.68836249,0.37586111,0.32058466,1.51507644,0.94369668,1.07908406,1.1751483,1.22799327,1.50057512,1.21093376,1.1363534,1.16595932,1.15929197,0.92578114,0.21898289,0.14301879,0.10612522,0.12064679,0.73563483,0.23370868,0.15515922,0.10840125,0.11481433,1.01356374,0.15935174,0.11512082,0.11365936,0.12534218,0.80822811,0.16123435,0.12718976,0.12112863,0.1191259,1.40160407,0.30429578,0.30593483,0.53384833,0.62636946,1.17616249,0.32412294,0.30324708,0.47811354,0.57150303
133,1.21580802,0.99235982,1.03113873,0.13374148,0.12286161,0.130593,0.12954074,0.09409944,0.10458757,0.67084823,0.36844435,0.31582028,1.51448596,0.94003199,1.07305903,1.17201029,1.22431026,1.51244358,1.21308709,1.12662597,1.15434407,1.1508845,0.92128276,0.21831803,0.13914356,0.10306632,0.11622204,0.7275289,0.2294518,0.14608916,0.10713964,0.11572037,1.00772432,0.15234673,0.11206246,0.11612327,0.12481378,0.80807734,0.15912852,0.12644902,0.11571277,0.11870892,1.38876614,0.29987671,0.29660964,0.52032523,0.61112705,1.16239823,0.31355917,0.30049242,0.4745794,0.56239284
134,1.22256559,0.97937178,1.06425089,0.12851568,0.1183055,0.12639303,0.1333641,0.08959661,0.10087879,0.65955519,0.35560007,0.30136649,1.50522366,0.9385556,1.06308472,1.16478131,1.22315862,1.49899564,1.21910585,1.11393412,1.17028874,1.15029145,0.91571595,0.21575002,0.13903673,0.10175622,0.11613774,0.7107878,0.22872437,0.1467046,0.10500026,0.11925357,1.00057015,0.15139286,0.11822518,0.11356791,0.12208704,0.79634331,0.16216522,0.12915687,0.11272715,0.11576081,1.38960036,0.29131275,0.28919475,0.51422477,0.59791222,1.15673231,0.31068099,0.29392144,0.46179371,0.54811188
135,1.21873879,0.9940017,1.0456212,0.12778218,0.11979708,0.12710984,0.13023794,0.08867247,0.10365064,0.65528948,0.35125161,0.30107769,1.52040077,0.93422508,1.06826447,1.16708276,1.23347727,1.49869718,1.22177062,1.12930102,1.16284744,1.16030142,0.9100113,0.21262017,0.14260898,0.10708421,0.11582162,0.71779559,0.23110757,0.14359116,0.11048831,0.11241269,0.98956557,0.15199006,0.11596517,0.11235426,0.12406068,0.7853435,0.15668314,0.12359413,0.11505638,0.11543536,1.38398457,0.28346122,0.28590525,0.50200113,0.58790872,1.15098639,0.30604661,0.28857697,0.45602184,0.54116435
136,1.21018522,0.9684172,1.02841634,0.12953209,0.11579433,0.13111124,0.13192727,0.08749842,0.10053063,0.64291911,0.34893133,0.29261594,1.51031726,0.93972931,1.06712812,1.15396741,1.23688779,1.49881939,1.2105963,1.11838671,1.15839658,1.14272774,0.89361806,0.21451817,0.13799939,0.10143885,0.11470244,0.69621107,0.22234054,0.13558166,0.1076837,0.11242155,0.98731611,0.1505649,0.11279932,0.11482681,0.12654718,0.78094524,0.1516628,0.12115218,0.11353913,0.11737219,1.37734899,0.28402098,0.28626992,0.49955365,0.58277335,1.14568523,0.30606979,0.28401471,0.44736729,0.53332244
137,1.19631776,0.95368294,1.00837215,0.1277013,0.11447417,0.13166684,0.12756505,0.09295551,0.09776634,0.63132317,0.33818371,0.2887471,1.51377119,0.92151405,1.05740901,1.15120589,1.22058944,1.5265223,1.20922088,1.13674546,1.16427943,1.14654111,0.87957159,0.20588974,0.14234004,0.10186906,0.1165924,0.68762319,0.22302483,0.15161259,0.10780493,0.10880092,0.97125841,0.1466145,0.11093665,0.11411025,0.12312426,0.76576047,0.1530293,0.1208793,0.11844041,0.11875065,1.37207618,0.28067425,0.27427577,0.4862865,0.57130974,1.1431833,0.30106925,0.27812245,0.43901195,0.52176849
138,1.20846969,0.97248085,1.03955086,0.12901885,0.11441385,0.12382453,0.13033579,0.08723347,0.0997776,0.61988228,0.33248326,0.28363203,1.50063706,0.92631086,1.06315066,1.15888351,1.23681136,1.49628566,1.21337658,1.1310277,1.16610321,1.15276654,0.88691561,0.2089636,0.13540628,0.10421773,0.11313957,0.68991587,0.22053596,0.14776043,0.10813908,0.10897076,0.96886018,0.14408955,0.11145577,0.11214084,0.11915325,0.76733799,0.14910457,0.12427134,0.11258312,0.1105007,1.36466331,0.27640663,0.26691991,0.47302496,0.56266429,1.12939925,0.28865339,0.26789521,0.42474881,0.50632723
139,1.20444477,0.96080729,1.04962586,0.12547909,0.11281048,0.12202512,0.12485864,0.08564862,0.09845306,0.60815653,0.32445736,0.27702634,1.50530186,0.93317914,1.03839299,1.16257305,1.21750911,1.4878734,1.21152628,1.11090204,1.13167392,1.13676778,0.86555613,0.20489902,0.13733409,0.09907115,0.1120497,0.67491231,0.2118685,0.14185424,0.10410331,0.10798484,0.95667175,0.14397955,0.10578048,0.11012047,0.1197619,0.75534485,0.14911386,0.11932097,0.11468569,0.11288586,1.36114098,0.26166389,0.2658395,0.46557,0.54380668,1.11817824,0.28302986,0.26580988,0.42023478,0.50066295
140,1.21218471,0.95449033,1.03408776,0.1255463,0.10949955,0.12184399,0.12390232,0.0864048,0.09650438,0.59919644,0.31872884,0.27276978,1.48792989,0.92643491,1.03343006,1.15390698,1.22316507,1.4784627,1.20536929,1.10834814,1.13524376,1.13853986,0.86486823,0.21019934,0.14118699,0.10610159,0.11404973,0.67276502,0.21578826,0.14092612,0.10600937,0.10942641,0.9520897,0.14261058,0.10812204,0.10690034,0.11810299,0.75078657,0.14890712,0.120348,0.11073323,0.11109473,1.34881997,0.26136174,0.26356779,0.45358709,0.54265812,1.10880174,0.28138776,0.26184602,0.40902874,0.48754527
141,1.20722379,0.95023194,1.0272383,0.12489453,0.11879122,0.12118817,0.12357751,0.0849166,0.09722582,0.58398293,0.3109764,0.26098514,1.49628731,0.92002837,1.03748782,1.15145069,1.21795134,1.4881972,1.19755673,1.09921008,1.14380864,1.13817479,0.8450475,0.19995833,0.13717792,0.09992593,0.1103022,0.66283643,0.21663613,0.14099568,0.10494441,0.10656343,0.94112281,0.13900559,0.10409459,0.10514233,0.11493885,0.73470585,0.14068176,0.12003243,0.1059586,0.11525547,1.34495318,0.25239674,0.25470622,0.44623668,0.52674258,1.10796542,0.27834196,0.25698609,0.40475984,0.48450108
142,1.20344986,0.95142921,1.03832261,0.12298611,0.10691215,0.12867267,0.12260719,0.0806149,0.09409196,0.57873798,0.30827299,0.25976941,1.50581386,0.92681096,1.04831426,1.14557466,1.21253592,1.47299121,1.20968727,1.09565433,1.13031513,1.13884343,0.84581928,0.19558586,0.13577049,0.10219262,0.11436122,0.65901631,0.21110793,0.12922089,0.10190261,0.10709427,0.93927132,0.13800774,0.10088643,0.10457658,0.11005719,0.73286123,0.14872799,0.11921703,0.10804683,0.1100501,1.33307173,0.2543135,0.25114964,0.43573735,0.52170896,1.0945891,0.27063886,0.24966746,0.39611657,0.4707186
143,1.20198606,0.94430776,1.01955339,0.1268802,0.10527982,0.12391022,0.12157416,0.08403485,0.09265329,0.56886085,0.29760693,0.25237207,1.48720319,0.89766353,1.04460036,1.13903087,1.20888709,1.47085672,1.18645977,1.07813595,1.12596697,1.13609644,0.83315495,0.19481692,0.14216638,0.09936854,0.11042058,0.64496948,0.20260569,0.12967299,0.10215779,0.107291,0.92804278,0.13714875,0.10392837,0.10252308,0.11240718,0.72104817,0.14136534,0.1128805,0.10729487,0.11012577,1.33073759,0.2442229,0.24624547,0.42999242,0.50392579,1.08099608,0.26599992,0.24975361,0.38777819,0.46064203
144,1.20593846,0.93994792,1.02210063,0.12427327,0.10812313,0.1222424,0.12302089,0.0832968,0.09395074,0.5557357,0.29359616,0.25322502,1.47319141,0.91560549,1.02605392,1.14587965,1.21095451,1.46310928,1.21415929,1.09259901,1.13400425,1.13449606,0.82566426,0.19260784,0.14297577,0.09282799,0.10973755,0.64535784,0.20450114,0.13961251,0.10338533,0.10516908,0.92288404,0.13773914,0.10623776,0.10553287,0.11174133,0.71924383,0.14106746,0.11533579,0.10613202,0.11019099,1.32653828,0.24627058,0.24238196,0.41540744,0.49535214,1.08378553,0.2617503,0.2438957,0.38347589,0.45652396
145,1.21279127,0.93467431,1.02614258,0.12287302,0.11189788,0.11781177,0.12004225,0.08304019,0.09676849,0.54631384,0.29119874,0.24568799,1.49775421,0.90651901,1.02438586,1.14888193,1.21499404,1.47797106,1.19562767,1.1061145,1.13681793,1.12836279,0.82656185,0.190641,0.14284783,0.09802725,0.10709253,0.63890008,0.20352974,0.1376613,0.10461954,0.10462564,0.92398758,0.13531908,0.10385337,0.10169253,0.11386714,0.7108019,0.13990779,0.11468384,0.09973371,0.10885722,1.31836476,0.24070682,0.23988414,0.41355136,0.48912422,1.07382146,0.25956258,0.23780749,0.37550944,0.44889317
146,1.19921939,0.93254491,1.01017839,0.12089431,0.09527643,0.1154459,0.11327225,0.0823019,0.0930114,0.53841951,0.27746118,0.24191425,1.51915695,0.90334787,1.03138866,1.13779118,1.22467671,1.47268947,1.20271805,1.09738565,1.13166062,1.13072734,0.81733288,0.18226513,0.14034428,0.09354104,0.10547591,0.62957366,0.20021648,0.13118607,0.09699913,0.10240734,0.91380498,0.13496331,0.10157103,0.09935253,0.10847606,0.70650912,0.13799959,0.10931722,0.10213115,0.10148895,1.31803727,0.23667701,0.22977891,0.40740041,0.48253549,1.06817053,0.25340178,0.23590172,0.36720295,0.43994054
147,1.2008306,0.92765776,0.98972042,0.12065604,0.10362681,0.11861547,0.1178552,0.0815802,0.08950772,0.52720707,0.27782026,0.24008196,1.48660177,0.90410305,1.0288624,1.14849743,1.20933694,1.47908097,1.1995125,1.07786359,1.13000765,1.13737342,0.807408,0.18944551,0.1409104,0.09901036,0.10669837,0.61853092,0.19883208,0.13152794,0.10279949,0.10311528,0.90458412,0.13276633,0.10031774,0.10065298,0.10976006,0.69884366,0.14236368,0.11209543,0.10144651,0.10653969,1.3069464,0.23720783,0.23066711,0.39849797,0.47202124,1.06920384,0.25017367,0.23211539,0.3611776,0.43452566
148,1.18968648,0.91639049,0.99200765,0.1226614,0.10496928,0.1190386,0.11366098,0.08034901,0.088874,0.52249911,0.27335816,0.23476427,1.47283951,0.91623526,1.0273354,1.13594141,1.20028643,1.47194102,1.19669398,1.09419467,1.12598097,1.12391065,0.79872374,0.19097196,0.12712357,0.0966876,0.10795691,0.61320626,0.19164338,0.12853943,0.09660465,0.10248086,0.89757023,0.1243084,0.10207878,0.10201847,0.11164177,0.69246119,0.13408365,0.11184434,0.10470462,0.10082959,1.30228101,0.22693484,0.22358818,0.39324516,0.46754237,1.05258549,0.24584545,0.22567421,0.35793726,0.42505006
149,1.19632118,0.91005204,1.00329977,0.11889087,0.10800249,0.11618533,0.1161002,0.07553258,0.0905234,0.51413079,0.2680609,0.23117171,1.48672097,0.92785695,1.02535129,1.14200768,1.21067017,1.47092121,1.18911925,1.08780386,1.1197366,1.13055408,0.79718029,0.19224752,0.12850378,0.08940763,0.10440355,0.6179203,0.19728989,0.12688162,0.09729941,0.10187583,0.8908603,0.12786804,0.09752421,0.09915897,0.10668034,0.68659935,0.13624876,0.11135123,0.10415058,0.10519028,1.29603424,0.22452232,0.22430431,0.38431765,0.45658773,1.0453222,0.24454069,0.22474294,0.34720941,0.42183638
150,1.18414843,0.92564583,0.98463333,0.11910256,0.10040355,0.1116509,0.11397398,0.07891068,0.0882107,0.5062852,0.266652,0.22806938,1.47789386,0.91806989,1.00937379,1.14409248,1.20787934,1.45250531,1.17300898,1.0836661,1.12103574,1.13341142,0.79095414,0.18602703,0.12208626,0.09385274,0.10510978,0.6063717,0.19697571,0.12886802,0.09914387,0.10093219,0.8843091,0.13246549,0.09785691,0.0995575,0.10647373,0.68332389,0.13243922,0.10927583,0.09866859,0.10309093,1.28806289,0.2216852,0.22061086,0.37582262,0.44817581,1.04327716,0.23717748,0.22289938,0.34406117,0.40838868
151,1.19317937,0.89995475,0.96288392,0.11445829,0.09446491,0.11298473,0.11585448,0.07671592,0.08507401,0.49164424,0.25485843,0.21786498,1.49071752,0.87551065,1.00891548,1.12225802,1.20501976,1.46373344,1.19087636,1.07320044,1.11858229,1.12511009,0.77465662,0.17830523,0.12677978,0.09060747,0.09744223,0.59761118,0.18874144,0.12658944,0.09431606,0.09667366,0.87375728,0.12512827,0.09441606,0.09233658,0.10766165,0.67000941,0.12450124,0.10515896,0.09718451,0.10305027,1.28234168,0.21435072,0.21153759,0.36813104,0.43997796,1.03210258,0.23151899,0.21438675,0.3322278,0.40111208
152,1.19269045,0.89564524,0.95785268,0.11740274,0.09987732,0.11075431,0.11599101,0.0788625,0.08556214,0.48706299,0.26023964,0.21710828,1.47123326,0.88447283,1.00090958,1.14063164,1.20892445,1.46070754,1.17755376,1.07972481,1.10948088,1.11864984,0.76775451,0.17963014,0.12656029,0.09580696,0.10305117,0.58916919,0.19240822,0.12256659,0.09358691,0.09727504,0.86881343,0.12676796,0.09594953,0.0937583,0.10444529,0.66244857,0.12922311,0.10716194,0.10078673,0.10253755,1.27544648,0.21802155,0.21171528,0.36772754,0.43036211,1.0305582,0.23099751,0.21442876,0.333444,0.39765028
153,1.1874479,0.91003394,0.98506175,0.12235997,0.10454074,0.11239442,0.11534157,0.08363227,0.08623887,0.48079044,0.24858588,0.21434656,1.47211513,0.88674242,1.01598314,1.13584025,1.20991848,1.47834873,1.18986702,1.07932381,1.1163737,1.12225145,0.76783419,0.18379108,0.13145328,0.09812747,0.10333619,0.58949958,0.19477442,0.1199193,0.09806575,0.09758818,0.86935007,0.12691423,0.09691038,0.09437651,0.10715109,0.65967493,0.13156332,0.10640127,0.09757913,0.09912111,1.26876992,0.20962581,0.21018406,0.35891141,0.42733781,1.01962432,0.22710246,0.21603749,0.32623619,0.39430243
